title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,legion_riders,sons_of_american_legion,auxiliary,boys_state,baseball,oratorical_contest,commander,dues,meeting_info,mylegion_url
American Legion AZ Post 0140,legion-post-0140-az,local,Post 0140,legion,LEGION,world-war-1,World War I,AZ,arizona,Yavapai County,yavapai-county,az_04025,10100 E State Route 69,Prescott Valley,86314,34.598,-112.3186,true,,adjutant@azlegion.org,,,,,,,,false,true,true,false,true,true,true,,50.0,Meetings 3rd Tuesday of each month @ 6:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00003014000L&@IP_IDENTITY_SCID=0
American Legion AZ Post 0141,legion-post-0141-az,local,Post 0141,legion,LEGION,world-war-1,World War I,AZ,arizona,Cochise County,cochise-county,az_04003,114 N Ford St,Pearce,85625,31.9165,-109.7552,true,(520) 800-3978,azalpost141@gmail.com,https://sites.google.com/view/cochisestrongholdpost141/home,,,,,,,false,true,false,true,true,true,true,TODD LAMASTER,35.0,Meetings 3rd Saturday of each month @ 9:00am,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00003014100L&@IP_IDENTITY_SCID=0
American Legion AZ Post 0143,legion-post-0143-az,local,Post 0143,legion,LEGION,world-war-1,World War I,AZ,arizona,Maricopa County,maricopa-county,az_04013,15833 W Clubhouse Dr,Goodyear,85395,33.521373,-112.32503,true,(480) 438-7528,dickmetz@cox.net,,,,,,,,false,true,true,false,true,true,true,Richard L Metz,50.0,Meetings - 3rd Tuesday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00003014300L&@IP_IDENTITY_SCID=0
American Legion AZ Post 0145,legion-post-0145-az,local,Post 0145,legion,LEGION,world-war-1,World War I,AZ,arizona,Maricopa County,maricopa-county,az_04013,26972 N 102nd Ln,Peoria,85383,33.728502,-112.279158,true,(623) 399-0633,commander@eugenecyountpost145.org,http://www.eugenecyountpost145.org,,,,,,,false,true,true,true,true,true,true,Paul G Johnson,45.0,Meetings 3rd Wednesday of each month @ 6pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00003014500L&@IP_IDENTITY_SCID=0
American Legion AZ Post 0146,legion-post-0146-az,local,Post 0146,legion,LEGION,world-war-1,World War I,AZ,arizona,Apache County,apache-county,az_04001,PO Box 704,Saint Michaels,86511,35.6441,-109.0965,true,,,,,,,,,,false,false,false,false,false,false,false,Arlene Radisch,35.0,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00003014600L&@IP_IDENTITY_SCID=0
American Legion AZ Post 0147,legion-post-0147-az,local,Post 0147,legion,LEGION,world-war-1,World War I,AZ,arizona,Gila County,gila-county,az_04007,1000 N Beeline Hwy # 198,Payson,85541,34.25195,-111.32275,true,(660) 619-2721,rodrockman@icloud.com,,,,,,,,false,true,false,false,true,true,true,,45.0,"Meetings 4th Thursday of each month @ 6:00pm @ tiny's family restaurant, 600 e highway 260, payson, az",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00003014700L&@IP_IDENTITY_SCID=0
American Legion AZ Post 2019,legion-post-2019-az,local,Post 2019,legion,LEGION,world-war-1,World War I,AZ,arizona,Apache County,apache-county,az_04001,PO Box 886,Ganado,86505,35.7016,-109.5503,true,(505) 593-9452,,,,,,,,,false,false,false,false,false,false,false,Patterson S Buck,35.0,Meetings 2nd Friday of even months @ 6pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00003201900L&@IP_IDENTITY_SCID=0
American Legion AZ Post 2022,legion-post-2022-az,local,Post 2022,legion,LEGION,world-war-1,World War I,AZ,arizona,Navajo County,navajo-county,az_04017,425 Woodland Rd,Lakeside,85929,34.147019,-109.971892,true,(757) 755-5454,post2022americanlegion@gmail.com,,,,,,,,false,false,false,false,false,false,false,,35.0,Meetings 2nd Thursday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00003202200L&@IP_IDENTITY_SCID=0
American Legion CA Post 0001,legion-post-0001-ca,local,Post 0001,legion,LEGION,world-war-1,World War I,CA,california,San Francisco County,san-francisco-county,ca_06075,401 Van Ness Ave # 213 F,San Francisco,94102,37.779139,-122.420321,true,(415) 861-4920,post.1.commander.al.d8.a2@gmail.com,http://none,,,,,,,false,true,false,true,true,true,true,Stefanos A Zygomalas,55.0,Meetings 3rd Saturday of each month @ 12:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005000100L&@IP_IDENTITY_SCID=0
American Legion CA Post 0002,legion-post-0002-ca,local,Post 0002,legion,LEGION,world-war-1,World War I,CA,california,Fresno County,fresno-county,ca_06019,2811 W Cesar Chavez Blvd,Fresno,93706,36.721052,-119.84183,true,(559) 250-8247,frenchieboy07@gmail.com,,,,,,,,false,false,false,false,false,false,false,Mildred S Wright-Pearson,55.0,Meetings 2nd Wednesday of each month @ 4:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005000200L&@IP_IDENTITY_SCID=0
American Legion CA Post 0003,legion-post-0003-ca,local,Post 0003,legion,LEGION,world-war-1,World War I,CA,california,Tulare County,tulare-county,ca_06107,401 N Irwin St,Hanford,93230,36.329228,-119.647533,true,(559) 583-1169,amlegion.hfdpost3@gmail.com,http://www.facebook.com/americanlegionpost3hanford,,,,,,,false,true,true,true,true,true,true,Robert D Scoles,45.0,Meetings 1st Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005000300L&@IP_IDENTITY_SCID=0
American Legion CA Post 0004,legion-post-0004-ca,local,Post 0004,legion,LEGION,world-war-1,World War I,CA,california,Fresno County,fresno-county,ca_06019,PO Box 27214,Lusk,82225,36.7826,-119.7933,true,(559) 549-4844,fresnopost4.ca.americanlegion@gmail.com,,,,,,,,false,true,true,true,true,true,true,John Hernandez Jr,50.0,Meetings 1st Saturday each month @ 9:00 AM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005000400L&@IP_IDENTITY_SCID=0
American Legion CA Post 0006,legion-post-0006-ca,local,Post 0006,legion,LEGION,world-war-1,World War I,CA,california,San Diego County,san-diego-county,ca_06073,3563 Adams Ave,San Diego,92116,32.763174,-117.115768,true,(619) 281-3381,sdlegionpost6@gmail.com,,,,,,,,false,false,false,false,false,false,false,Leroy Acosta,50.0,Meetings 3rd Saturday of each month @ 10:00 AM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005000600L&@IP_IDENTITY_SCID=0
American Legion CA Post 0007,legion-post-0007-ca,local,Post 0007,legion,LEGION,world-war-1,World War I,CA,california,Alameda County,alameda-county,ca_06001,3370 Adeline St,Berkeley,94703,37.847393,-122.272293,true,(510) 655-0454,gary@monsensilversmith.com,,,,,,,,false,false,false,false,false,false,false,Arnett Moore,42.0,Meetings 2nd Thursday each month @ 7:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005000700L&@IP_IDENTITY_SCID=0
American Legion CA Post 0008,legion-post-0008-ca,local,Post 0008,legion,LEGION,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,1816 S Figueroa St,Los Angeles,90015,34.035107,-118.271379,true,(626) 734-8256,Paula202209@outlook.com,https://www.losangelespost8.org,,,,,,,false,true,true,false,true,true,true,Danielle A Duffaut,50.0,Meetings 1st Wednesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005000800L&@IP_IDENTITY_SCID=0
American Legion CA Post 0009,legion-post-0009-ca,local,Post 0009,legion,LEGION,world-war-1,World War I,CA,california,Alameda County,alameda-county,ca_06001,2203 Central Ave,Alameda,94501,37.766061,-122.246715,true,(510) 919-7979,colsam600@gmail.com,,,,,,,,false,false,false,false,false,false,false,Larry H Fukuba,50.0,Meetings 2nd Tuesday of each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005000900L&@IP_IDENTITY_SCID=0
American Legion CA Post 0010,legion-post-0010-ca,local,Post 0010,legion,LEGION,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,9943 Alesia St,South El Monte,91733,34.04619,-118.052337,true,(626) 592-3842,jrduarte22@gmail.com,,,,,,,,false,false,false,false,false,false,false,Heliodoro Duarte Jr,45.0,Meetings 4th Thursday of each month @ 7pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001000L&@IP_IDENTITY_SCID=0
American Legion CA Post 0011,legion-post-0011-ca,local,Post 0011,legion,LEGION,world-war-1,World War I,CA,california,Madera County,madera-county,ca_06039,17408 Road 26,Madera,93638,37.0024,-120.0744,true,(559)674-1235,maderaaalpost11@gmail.com,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001100L&@IP_IDENTITY_SCID=0
American Legion CA Post 0012,legion-post-0012-ca,local,Post 0012,legion,LEGION,world-war-1,World War I,CA,california,Fresno County,fresno-county,ca_06019,1245 Nebraska Ave,Selma,93662,36.5696,-119.6125,true,(559) 999-7883,ernieescalara88@gmail.com,http://none@none.com,,,,,,,false,false,false,false,false,false,false,Ernest Escalera,39.5,"Meetings 4th Monday of each month @ 6:00pm; held at 1245 nebraska ave, selma, ca 93662.",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001200L&@IP_IDENTITY_SCID=0
American Legion CA Post 0013,legion-post-0013-ca,local,Post 0013,legion,LEGION,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,131 N Garfield Ave,Pasadena,91101,34.148004,-118.146115,true,(626) 792-2158,post13pasadena@gmail.com,http://www.pasadenapost13.com,,,,,,,false,true,false,true,true,true,true,Agustin Grube,60.0,Meetings 3rd Wednesday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001300L&@IP_IDENTITY_SCID=0
American Legion CA Post 0014,legion-post-0014-ca,local,Post 0014,legion,LEGION,world-war-1,World War I,CA,california,San Bernardino County,san-bernardino-county,ca_06071,3016 Mojave Ct,Highland,92346,34.1049,-117.2923,true,(909) 800-9973,lewis.holcomb@yahoo.com,,,,,,,,false,true,true,true,true,true,true,Richard Vanderhorst Jr,45.0,Meetings 4th Tuesday each month @ 7:00 PM @ 710 2181 w highland ave san bernardio ca 92407,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001400L&@IP_IDENTITY_SCID=0
American Legion CA Post 0016,legion-post-0016-ca,local,Post 0016,legion,LEGION,world-war-1,World War I,CA,california,San Joaquin County,san-joaquin-county,ca_06077,2020 Plymouth Rd,Stockton,95204,37.962687,-121.333864,true,(209) 463-7982,amkrpost16@gmail.com,http://www.karlrosspost16org.grwebsite.com,,,,,,,false,true,true,true,true,true,true,Marvin E Hernandez,60.0,Meetings 2nd Wednesday of each month @ 6:00pm exec. board 1st wed of each month,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001600L&@IP_IDENTITY_SCID=0
American Legion CA Post 0017,legion-post-0017-ca,local,Post 0017,legion,LEGION,world-war-1,World War I,CA,california,Butte County,butte-county,ca_06007,554 Rio Lindo Ave,Chico,95926,39.754843,-121.848448,true,(530) 736-3502,americanlegion017@gmail.com,http://www.calegion.org,,,,,,,false,true,false,false,true,true,true,Shane Dalton,48.0,Meetings 1st Monday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001700L&@IP_IDENTITY_SCID=0
American Legion CA Post 0018,legion-post-0018-ca,local,Post 0018,legion,LEGION,world-war-1,World War I,CA,california,Tulare County,tulare-county,ca_06107,609 W Center Ave,Visalia,93291,36.330896,-119.297935,true,(559) 737-8009,70524.1023@compuserve.com,https://www.calegionpost18.org,,,,,,,false,true,true,false,true,true,true,Michael R Phillips,50.0,Meetings 2nd Thursday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001800L&@IP_IDENTITY_SCID=0
American Legion CA Post 0019,legion-post-0019-ca,local,Post 0019,legion,LEGION,world-war-1,World War I,CA,california,Tulare County,tulare-county,ca_06107,249 S Alta Ave,Dinuba,93618,36.542037,-119.395207,true,(559) 591-2223,melgong411@outlook.com,,,,,,,,false,false,false,false,false,false,false,Clemente Zuniga,40.0,Meetings 3rd Tuesday of each month @ 5:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005001900L&@IP_IDENTITY_SCID=0
American Legion CA Post 0020,legion-post-0020-ca,local,Post 0020,legion,LEGION,world-war-1,World War I,CA,california,Tulare County,tulare-county,ca_06107,1900 W Olive Ave,Porterville,93257,36.065933,-119.059785,true,(559) 359-7922,first-shirt@hotmail.com,http://www.post20americanlegion.com,,,,,,,false,true,true,true,true,true,true,Robert J Lassotovitch,50.0,Meetings 1st & 3rd Wednesday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002000L&@IP_IDENTITY_SCID=0
American Legion CA Post 0021,legion-post-0021-ca,local,Post 0021,legion,LEGION,world-war-1,World War I,CA,california,Sonoma County,sonoma-county,ca_06097,1351 Maple Ave,Santa Rosa,95404,38.433895,-122.699924,true,(707) 522-9350,tthurman@pacbell.net,,,,,,,,false,true,true,true,true,true,true,Mark R Kirby,50.0,Meetings 1st Wednesday of each quarter,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002100L&@IP_IDENTITY_SCID=0
American Legion CA Post 0022,legion-post-0022-ca,local,Post 0022,legion,LEGION,world-war-1,World War I,CA,california,San Joaquin County,san-joaquin-county,ca_06077,420 E Kettleman Ln Ste 20,Lodi,95240,38.137898,-121.267484,true,(209) 368-1420,lodipost22@gmail.com,https://www.americanlegionpost22.com,,,,,,,false,true,false,true,true,true,true,Richard S Horrocks,50.0,Meetings 3rd Thursday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002200L&@IP_IDENTITY_SCID=0
American Legion CA Post 0023,legion-post-0023-ca,local,Post 0023,legion,LEGION,world-war-1,World War I,CA,california,Fresno County,fresno-county,ca_06019,1502 O St,Sanger,93657,36.695684,-119.557106,true,(559) 930-9766,lewisedwards@att.net,https://www.post23.org,,,,,,,false,true,true,true,true,true,true,James D Bennett,50.0,Meetings 2nd Tuesday of each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002300L&@IP_IDENTITY_SCID=0
American Legion CA Post 0024,legion-post-0024-ca,local,Post 0024,legion,LEGION,world-war-1,World War I,CA,california,San Bernardino County,san-bernardino-county,ca_06071,137 N Ash Ave,Blythe,92225,33.611191,-114.602317,true,(760) 922-2254,,http://www.facebook.com/Frank-Luke-American-Legion-Post-24-Blythe-CA-100054407504659,,,,,,,false,true,true,true,true,true,true,Michael J Wallace,40.0,Meetings 2nd Thursday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002400L&@IP_IDENTITY_SCID=0
American Legion CA Post 0025,legion-post-0025-ca,local,Post 0025,legion,LEGION,world-war-1,World War I,CA,california,Imperial County,imperial-county,ca_06025,569 Broadway Ave,Seaside,93955,32.793742,-115.5562,true,(760) 336-1451,boyceaten2025@gmail.com,https://www.facebook.com/AmericanLegionPost25ElCentroCa,,,,,,,false,true,true,true,true,true,true,Esther Frias,50.0,Meetings 2nd Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002500L&@IP_IDENTITY_SCID=0
American Legion CA Post 0026,legion-post-0026-ca,local,Post 0026,legion,LEGION,world-war-1,World War I,CA,california,Kern County,kern-county,ca_06029,2020 H St,Bakersfield,93301,35.377452,-119.021014,true,(661) 324-9453,post26bakersfield@yahoo.com,http://americanlegionpost26akersfield.com,,,,,,,false,true,true,true,true,true,true,Peter M Jaramillo,55.0,Meetings 3rd Thursday of each month @ 6:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002600L&@IP_IDENTITY_SCID=0
American Legion CA Post 0027,legion-post-0027-ca,local,Post 0027,legion,LEGION,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,PO Box 20900,Long Beach,90801-3900,33.791,-118.1607,true,(562) 436-6182,,,,,,,,,false,false,false,false,false,false,false,Tony S Lam,40.0,Meetings 3rd Thursday of each month @ 2:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002700L&@IP_IDENTITY_SCID=0
American Legion CA Post 0028,legion-post-0028-ca,local,Post 0028,legion,LEGION,world-war-1,World War I,CA,california,Sonoma County,sonoma-county,ca_06097,PO Box 618,Petaluma,94953-0618,38.2423,-122.6266,true,(707) 774-5495,mikeadjutant@americanlegionpetaluma.org,http://www.americanlegionpetaluma.us,,,,,,,false,true,true,true,true,true,true,Jack Schipper,55.0,Meetings 3rd Thursday of each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002800L&@IP_IDENTITY_SCID=0
American Legion CA Post 0029,legion-post-0029-ca,local,Post 0029,legion,LEGION,world-war-1,World War I,CA,california,Contra Costa County,contra-costa-county,ca_06013,930 Ward St,Martinez,94553,38.017558,-122.134112,true,(510) 507-4650,annegsteele@gmail.com,,,,,,,,false,false,false,false,false,false,false,James V Ramirez,50.0,Meetings 3rd Saturday of each month @ 11:30 AM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005002900L&@IP_IDENTITY_SCID=0
American Legion CA Post 0030,legion-post-0030-ca,local,Post 0030,legion,LEGION,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,239 E Holt Ave,Pomona,91767,34.062591,-117.747231,true,(562) 445-2139,javier.hino@ameruicanlegionpomona30.org,,,,,,,,false,true,true,true,true,true,true,Robert R Radcliff,55.0,Meetings 1st Thursday of each month @6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005003000L&@IP_IDENTITY_SCID=0
American Legion CA Post 0031,legion-post-0031-ca,local,Post 0031,legion,LEGION,world-war-1,World War I,CA,california,Monterey County,monterey-county,ca_06053,14 W Laurel Dr,Salinas,93906,36.699285,-121.653368,true,(831) 206-5765,americanlegion31salinas@gmail.com,http://www.facebook.com/Salinas Post 31 American Legion,,,,,,,false,true,true,true,true,true,true,Kenneth S Gilbert,55.0,Meetings 1st Thursday of each month @ 6pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005003100L&@IP_IDENTITY_SCID=0
American Legion CA Post 0032,legion-post-0032-ca,local,Post 0032,legion,LEGION,world-war-1,World War I,CA,california,Monterey County,monterey-county,ca_06053,160 Main St,Soledad,93960,36.42743,-121.328495,true,(831) 970-6106,,,,,,,,,false,false,false,false,false,false,false,Eugene E Ivey II,40.0,Meetings 1st Tuesday of each month @ 6:30pm. no meeting in december.,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005003200L&@IP_IDENTITY_SCID=0
American Legion CA Post 0035,legion-post-0035-ca,local,Post 0035,legion,LEGION,world-war-1,World War I,CA,california,Tulare County,tulare-county,ca_06107,1128 E St,Reedley,93654,36.597569,-119.448311,true,(559) 836-1181,,http://www.facebook.com/profile.php?id=61561014364570,,,,,,,false,false,false,false,false,false,false,Rene Nunez,53.5,Meetings 3rd Tuesday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005003500L&@IP_IDENTITY_SCID=0
American Legion CA Post 0037,legion-post-0037-ca,local,Post 0037,legion,LEGION,world-war-1,World War I,CA,california,Marin County,marin-county,ca_06041,PO Box 4070,San Rafael,94913-4070,37.9822,-122.5078,true,(415) 250-3808,aspringstad@gmail.com,,,,,,,,false,false,false,false,false,false,false,John Campusano,44.0,Meetings 4th Tuesday of each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005003700L&@IP_IDENTITY_SCID=0
American Legion CA Post 0038,legion-post-0038-ca,local,Post 0038,legion,LEGION,world-war-1,World War I,CA,california,Fresno County,fresno-county,ca_06019,3509 N 1st St,Fresno,93726,36.783,-119.7939,true,(559) 232-8994,mokey1965@att.net,,,,,,,,false,true,false,false,true,true,true,Glen H Barber Jr,50.0,Meetings 4th Tuesday of each month @ 3:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00005003800L&@IP_IDENTITY_SCID=0
