title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place
DAV Chapter 15 - Goshen Mem #15,dav-chapter-15-in,local,Chapter 15,dav,DAV,world-war-1,World War I,IN,indiana,Elkhart County,elkhart-county,in_18039,708 W Pike St,Goshen,46526,,,false,574-533-2924,,http://www.davmembersportal.org/chapters/IN/15,,,,,,15,"3rd Tuesday, 6:00 PM","708 W Pike St, Goshen, IN 46526"
DAV Chapter 17 - Hammond #17,dav-chapter-17-in,local,Chapter 17,dav,DAV,world-war-1,World War I,IN,indiana,Lake County,lake-county,in_18089,5820 S Hohman Ave,Hammond,46320,,,false,773-964-8847,,http://www.davmembersportal.org/chapters/IN/17,,,,,,17,"1st Thursday, 7:00 PM","5820 S Hohman Ave, Hammond, IN 46320"
DAV Chapter 19 - Elkhart #19,dav-chapter-19-in,local,Chapter 19,dav,DAV,world-war-1,World War I,IN,indiana,Elkhart County,elkhart-county,in_18039,1231 Johnson St,Elkhart,46514,41.6769723,-85.9182405,true,574-293-0761,,http://www.davmembersportal.org/chapters/IN/19,,,,,,19,"1st Thursday, 7:00 PM","1231 Johnson St, Elkhart, IN 46514"
DAV Chapter 23 - Danny Bruce #23,dav-chapter-23-in,local,Chapter 23,dav,DAV,world-war-1,World War I,IN,indiana,Porter County,porter-county,in_18127,2301 Ohio St,Michigan City,46360,41.6992281,-86.9040794,true,219-872-0244,,http://www.davmembersportal.org/chapters/IN/23,,,,,,23,"1st Wednesday, 7:00 PM","2301 Ohio St, Michigan City, IN 46360"
DAV Chapter 27 - Mary T Klinker #27,dav-chapter-27-in,local,Chapter 27,dav,DAV,world-war-1,World War I,IN,indiana,Tippecanoe County,tippecanoe-county,in_18157,1421 N Creasy Ln,Lafayette,47905,40.4714249,-86.8909632,true,765-586-4184,,http://www.davmembersportal.org/chapters/IN/27,,,,,,27,"2nd Sunday, 2:00 PM","1421 N Creasy Ln, Lafayette, IN 47905"
DAV Chapter 28 - Kokomo #28,dav-chapter-28-in,local,Chapter 28,dav,DAV,world-war-1,World War I,IN,indiana,Tipton County,tipton-county,in_18159,"3706 S Lafountain St, Suite C",Kokomo,46902,,,false,765-860-5042,,http://www.davmembersportal.org/chapters/IN/28,,,,,,28,"1st Tuesday, 5:30 PM","3706 S Lafountain St, Suite C, Kokomo, IN 46902"
DAV Chapter 36 - Posey County #36,dav-chapter-36-in,local,Chapter 36,dav,DAV,world-war-1,World War I,IN,indiana,Posey County,posey-county,in_18129,126 E 3rd Street,Mount Vernon,47620,,,false,812-430-9182,,http://www.davmembersportal.org/chapters/IN/36,,,,,,36,"1st Tuesday, 7:00 PM","126 E 3rd Street, Mount Vernon, IN 47620"
DAV Chapter 40 - Ft Wayne #40,dav-chapter-40-in,local,Chapter 40,dav,DAV,world-war-1,World War I,IN,indiana,Allen County,allen-county,in_18003,2202 West Main St,Fort Wayne,46808,41.0794759,-85.1362929,true,260-747-4093,,http://www.davmembersportal.org/chapters/IN/40,,,,,,40,"1st Saturday, 12:00 PM","2202 West Main St, Fort Wayne, IN 46808"
DAV Chapter 42 - Marshall County #42,dav-chapter-42-in,local,Chapter 42,dav,DAV,world-war-1,World War I,IN,indiana,Starke County,starke-county,in_18149,1305 W Harrison St,Plymouth,46563,,,false,574-935-4569,,http://www.davmembersportal.org/chapters/IN/42,,,,,,42,"1st Monday, 7:30 PM","1305 W Harrison St, Plymouth, IN 46563"
DAV Chapter 43 - Baron Dekalb Mem #43,dav-chapter-43-in,local,Chapter 43,dav,DAV,world-war-1,World War I,IN,indiana,Steuben County,steuben-county,in_18151,223 Michigan Ave,Corunna,46730,,,false,260-357-3188,,http://www.davmembersportal.org/chapters/IN/43,,,,,,43,"3rd Wednesday, 7:30 PM","223 Michigan Ave, Corunna, IN 46730"
DAV Chapter 52 - John H Weiss #52,dav-chapter-52-in,local,Chapter 52,dav,DAV,world-war-1,World War I,IN,indiana,Johnson County,johnson-county,in_18081,170 Airport Parkway,Greenwood,46143,39.777862,-86.18698200000001,true,317-986-4517,,http://www.davmembersportal.org/chapters/IN/52,,,,,,52,"1st Tuesday, 7:00 PM","170 Airport Parkway, Greenwood, IN 46143"
DAV Chapter 60 - Joseph Young #60,dav-chapter-60-in,local,Chapter 60,dav,DAV,world-war-1,World War I,IN,indiana,Johnson County,johnson-county,in_18081,"170 Airport Parkway, Suite A",Greenwood,46142,,,false,317-508-2570,,http://www.davmembersportal.org/chapters/IN/60,,,,,,60,"3rd Monday, 7:30 PM","170 Airport Parkway, Suite A, Greenwood, IN 46142"
DAV Chapter 72 - Salem #72,dav-chapter-72-in,local,Chapter 72,dav,DAV,world-war-1,World War I,IN,indiana,Washington County,washington-county,in_18175,105 W. Hughes Veteran Dr,Salem,47167,,,false,812-620-1541,,http://www.davmembersportal.org/chapters/IN/72,,,,,,72,"2nd Tuesday, 7:00 PM","105 W. Hughes Veteran Dr, Salem, IN 47167"
DAV Chapter 77 - Dubois County #77,dav-chapter-77-in,local,Chapter 77,dav,DAV,world-war-1,World War I,IN,indiana,Dubois County,dubois-county,in_18037,3131 Newton St,Jasper,47546,38.4052,-86.93733,true,812-482-2234,,http://www.davmembersportal.org/chapters/IN/77,,,,,,77,"2nd Thursday, 6:30 PM","3131 Newton St, Jasper, IN 47546"
DAV Chapter 80 - Crown Point #80,dav-chapter-80-in,local,Chapter 80,dav,DAV,world-war-1,World War I,IN,indiana,Lake County,lake-county,in_18089,13050 Washington St,Cedar Lake,46303,,,false,847-830-8074,,http://www.davmembersportal.org/chapters/IN/80,,,,,,80,"3rd Tuesday, 7:00 PM","13050 Washington St, Cedar Lake, IN 46303"
DAV Chapter 90 - Franklin County #90,dav-chapter-90-in,local,Chapter 90,dav,DAV,world-war-1,World War I,IN,indiana,Franklin County,franklin-county,in_18047,26 W 8th St,Brookville,47012,39.42346089999999,-85.0139234,true,513-314-4485,,http://www.davmembersportal.org/chapters/IN/90,,,,,,90,"4th Sunday, 3:00 PM","26 W 8th St, Brookville, IN 47012"
DAV Chapter 102 - Valparaiso #102,dav-chapter-102-in,local,Chapter 102,dav,DAV,world-war-1,World War I,IN,indiana,Porter County,porter-county,in_18127,805 Elm St,Valparaiso,46383,41.4749643,-87.0473173,true,219-242-2479,,http://www.davmembersportal.org/chapters/IN/102,,,,,,102,"4th Thursday, 6:30 PM","805 Elm St, Valparaiso, IN 46383"
DAV Chapter 3 - Topeka #3,dav-chapter-3-ks,local,Chapter 3,dav,DAV,world-war-1,World War I,KS,kansas,Shawnee County,shawnee-county,ks_20177,2021 SW Moundview Dr,Topeka,66604,39.0303315,-95.72930339999999,true,785-771-2316,,http://www.davmembersportal.org/chapters/KS/03,,,,,,3,"3rd Thursday, 7:00 PM","2021 SW Moundview Dr, Topeka, KS 66604"
DAV Chapter 5 - Southeast Kansas #5,dav-chapter-5-ks,local,Chapter 5,dav,DAV,world-war-1,World War I,KS,kansas,Neosho County,neosho-county,ks_20133,5100 W Main St,Parsons,67357,37.3403385,-95.2817925,true,620-421-0793,,http://www.davmembersportal.org/chapters/KS/05,,,,,,5,"3rd Tuesday, 6:30 PM","5100 W Main St, Parsons, KS 67357"
DAV Chapter 7 - James F Chism Memorial #7,dav-chapter-7-ks,local,Chapter 7,dav,DAV,world-war-1,World War I,KS,kansas,Wyandotte County,wyandotte-county,ks_20209,514 Cherokee St,Leavenworth,66048,39.3171117,-94.9154947,true,913-364-4174,,http://www.davmembersportal.org/chapters/KS/07,,,,,,7,"2nd Tuesday, 7:00 PM","514 Cherokee St, Leavenworth, KS 66048"
DAV Chapter 11 - Loren T Manning #11,dav-chapter-11-ks,local,Chapter 11,dav,DAV,world-war-1,World War I,KS,kansas,Saline County,saline-county,ks_20169,1108 W Crawford St,Salina,67401,38.827698,-97.6230088,true,785-825-6370,,http://www.davmembersportal.org/chapters/KS/11,,,,,,11,"4th Monday, 7:00 PM","1108 W Crawford St, Salina, KS 67401"
DAV Chapter 16 - Pearl Harbor #16,dav-chapter-16-ks,local,Chapter 16,dav,DAV,world-war-1,World War I,KS,kansas,Geary County,geary-county,ks_20061,204 E 4th St,Junction City,66441,,,false,785-238-5333,,http://www.davmembersportal.org/chapters/KS/16,,,,,,16,"4th Thursday, 7:00 pm","204 E 4th St, Junction City, KS 66441"
DAV Chapter 18 - Fort Hays #18,dav-chapter-18-ks,local,Chapter 18,dav,DAV,world-war-1,World War I,KS,kansas,Ellis County,ellis-county,ks_20051,2106 Vine St,Hays,67601,,,false,785-735-7117,,http://www.davmembersportal.org/chapters/KS/18,,,,,,18,"3rd Saturday, 1:00 PM","2106 Vine St, Hays, KS 67601"
DAV Chapter 27 - Great Bend #27,dav-chapter-27-ks,local,Chapter 27,dav,DAV,world-war-1,World War I,KS,kansas,Stafford County,stafford-county,ks_20185,1011 Kansas Ave,Great Bend,67530,,,false,620-793-7169,,http://www.davmembersportal.org/chapters/KS/27,,,,,,27,"1st Saturday, 11:00 AM","1011 Kansas Ave, Great Bend, KS 67530"
DAV Chapter 28 - Manhattan #28,dav-chapter-28-ks,local,Chapter 28,dav,DAV,world-war-1,World War I,KS,kansas,Wabaunsee County,wabaunsee-county,ks_20197,2901 W 32nd Ave,Manhattan,66502,,,false,334-718-1248,,http://www.davmembersportal.org/chapters/KS/28,,,,,,28,"3rd Thursday, 7:00 PM","2901 W 32nd Ave, Manhattan, KS 66502"
DAV Chapter 33 - Coffeyville #33,dav-chapter-33-ks,local,Chapter 33,dav,DAV,world-war-1,World War I,KS,kansas,Montgomery County,montgomery-county,ks_20125,113 E Myrtle,Independence,67301,,,false,405-245-4675,,http://www.davmembersportal.org/chapters/KS/33,,,,,,33,"1st Tuesday, 6:00 PM","113 E Myrtle, Independence, KS 67301"
DAV Chapter 34 - Johnson County #34,dav-chapter-34-ks,local,Chapter 34,dav,DAV,world-war-1,World War I,KS,kansas,Johnson County,johnson-county,ks_20091,9025 Pflumm Rd,Lenexa,66215,38.9222899,-94.7427905,true,913-839-6034,,http://www.davmembersportal.org/chapters/KS/34,,,,,,34,"3rd Thursday, 7:00 PM","9025 Pflumm Rd, Lenexa, KS 66215"
DAV Chapter 1 - Lexington #1,dav-chapter-1-ky,local,Chapter 1,dav,DAV,world-war-1,World War I,KY,kentucky,Fayette County,fayette-county,ky_21067,5749 Briar Hill Rd. Bldg 227,Lexington,40516,38.0393081,-84.52140039999999,true,859-227-6607,,http://www.davmembersportal.org/chapters/KY/01,,,,,,1,"1st Thursday, 7:00 PM","5749 Briar Hill Rd. Bldg 227, Lexington, KY 40516"
DAV Chapter 3 - Elizabethtown #3,dav-chapter-3-ky,local,Chapter 3,dav,DAV,world-war-1,World War I,KY,kentucky,Hardin County,hardin-county,ky_21093,404 S Mulberry,Elizabethtown,42701,,,false,270-300-6592,,http://www.davmembersportal.org/chapters/KY/03,,,,,,3,"2nd Thursday, 6:00 PM","404 S Mulberry, Elizabethtown, KY 42701"
DAV Chapter 4 - Owensboro #4,dav-chapter-4-ky,local,Chapter 4,dav,DAV,world-war-1,World War I,KY,kentucky,Mclean County,mclean-county,ky_21149,736 Frederica St,Owensboro,42301,37.7686012,-87.1134117,true,270-684-6790,,http://www.davmembersportal.org/chapters/KY/04,,,,,,4,"1st Tuesday, 7:00 PM","736 Frederica St, Owensboro, KY 42301"
DAV Chapter 7 - Miles Meredith #7,dav-chapter-7-ky,local,Chapter 7,dav,DAV,world-war-1,World War I,KY,kentucky,Mccracken County,mccracken-county,ky_21145,1133 Murray Ave,Paducah,42002,,,false,270-444-9808,,http://www.davmembersportal.org/chapters/KY/07,,,,,,7,"1st Thursday, 6:00 PM","1133 Murray Ave, Paducah, KY 42002"
DAV Chapter 8 - Jouett Henry #8,dav-chapter-8-ky,local,Chapter 8,dav,DAV,world-war-1,World War I,KY,kentucky,Todd County,todd-county,ky_21219,807 N Main St,Hopkinsville,42240,,,false,270-889-0564,,http://www.davmembersportal.org/chapters/KY/08,,,,,,8,"4th Tuesday, 7:00 PM","807 N Main St, Hopkinsville, KY 42240"
DAV Chapter 11 - Ohio County #11,dav-chapter-11-ky,local,Chapter 11,dav,DAV,world-war-1,World War I,KY,kentucky,Ohio County,ohio-county,ky_21183,309 W 2nd St,Beaver Dam,42320,37.40328880000001,-86.8778402,true,270-274-3584,,http://www.davmembersportal.org/chapters/KY/11,,,,,,11,"2nd Tuesday, 6:30 PM","309 W 2nd St, Beaver Dam, KY 42320"
DAV Chapter 12 - Wm Mc Clanahan #12,dav-chapter-12-ky,local,Chapter 12,dav,DAV,world-war-1,World War I,KY,kentucky,Scott County,scott-county,ky_21209,3960 Lexington Road,Paris,40361,,,false,859-988-0333,,http://www.davmembersportal.org/chapters/KY/12,,,,,,12,"1st Thursday, 7:00 PM","3960 Lexington Road, Paris, KY 40361"
DAV Chapter 15 - Salyersville #15,dav-chapter-15-ky,local,Chapter 15,dav,DAV,world-war-1,World War I,KY,kentucky,Morgan County,morgan-county,ky_21175,74 South Church St,Salyersville,41465,,,false,606-496-5002,,http://www.davmembersportal.org/chapters/KY/15,,,,,,15,"1st Thursday, 6:00 PM","74 South Church St, Salyersville, KY 41465"
DAV Chapter 18 - Big Sandy #18,dav-chapter-18-ky,local,Chapter 18,dav,DAV,world-war-1,World War I,KY,kentucky,Floyd County,floyd-county,ky_21071,234 Mayo St,Auxier,41602,,,false,606-889-8629,,http://www.davmembersportal.org/chapters/KY/18,,,,,,18,"1st Friday, 6:00 PM","234 Mayo St, Auxier, KY 41602"
DAV Chapter 19 - Northern Kentucky #19,dav-chapter-19-ky,local,Chapter 19,dav,DAV,world-war-1,World War I,KY,kentucky,Kenton County,kenton-county,ky_21117,860 Dolwick Dr,Erlanger,41018,,,false,859-468-4757,,http://www.davmembersportal.org/chapters/KY/19,,,,,,19,"3rd Tuesday, 5:00 PM","860 Dolwick Dr, Erlanger, KY 41018"
DAV Chapter 20 - Glasgow #20,dav-chapter-20-ky,local,Chapter 20,dav,DAV,world-war-1,World War I,KY,kentucky,Metcalfe County,metcalfe-county,ky_21169,1175 Cleveland Ave,Glasgow,42141,,,false,270-528-5253,,http://www.davmembersportal.org/chapters/KY/20,,,,,,20,"4th Tuesday, 6:00 PM","1175 Cleveland Ave, Glasgow, KY 42141"
DAV Chapter 32 - Wand B Doyle #32,dav-chapter-32-ky,local,Chapter 32,dav,DAV,world-war-1,World War I,KY,kentucky,Grayson County,grayson-county,ky_21085,123 Washington St,Brownsville,42210,40.7092122,-74.01375879999999,true,270-597-3133,,http://www.davmembersportal.org/chapters/KY/32,,,,,,32,"1st Thursday, 5:30 PM","123 Washington St, Brownsville, KY 42210"
DAV Chapter 41 - Casey County #41,dav-chapter-41-ky,local,Chapter 41,dav,DAV,world-war-1,World War I,KY,kentucky,Russell County,russell-county,ky_21207,1296 W Highway 70,Liberty,42539,37.8393332,-84.2700179,true,606-787-7920,,http://www.davmembersportal.org/chapters/KY/41,,,,,,41,"1st Tuesday, 6:00 PM","1296 W Highway 70, Liberty, KY 42539"
DAV Chapter 51 - J B Glover #51,dav-chapter-51-ky,local,Chapter 51,dav,DAV,world-war-1,World War I,KY,kentucky,Wayne County,wayne-county,ky_21231,155 Owenstown School Rd,Russell Springs,42642,,,false,270-343-6231,,http://www.davmembersportal.org/chapters/KY/51,,,,,,51,"3rd Monday, 6:00 PM","155 Owenstown School Rd, Russell Springs, KY 42642"
DAV Chapter 55 - Madison County #55,dav-chapter-55-ky,local,Chapter 55,dav,DAV,world-war-1,World War I,KY,kentucky,Madison County,madison-county,ky_21151,1215 W Main St,Richmond,40475,,,false,859-200-4790,,http://www.davmembersportal.org/chapters/KY/55,,,,,,55,"2nd Saturday, 11:00 AM","1215 W Main St, Richmond, KY 40475"
DAV Chapter 64 - Hazard #64,dav-chapter-64-ky,local,Chapter 64,dav,DAV,world-war-1,World War I,KY,kentucky,Perry County,perry-county,ky_21193,165 Industry Dr,Hazard,41702,,,false,606-668-9903,,http://www.davmembersportal.org/chapters/KY/64,,,,,,64,"1st Friday, 6:00 PM","165 Industry Dr, Hazard, KY 41702"
DAV Chapter 66 - London #66,dav-chapter-66-ky,local,Chapter 66,dav,DAV,world-war-1,World War I,KY,kentucky,Whitley County,whitley-county,ky_21235,300 DAV Ln,London,40741,,,false,606-877-1308,,http://www.davmembersportal.org/chapters/KY/66,,,,,,66,"3rd Thursday, 7:00 PM","300 DAV Ln, London, KY 40741"
DAV Chapter 89 - H Richardson Mem #89,dav-chapter-89-ky,local,Chapter 89,dav,DAV,world-war-1,World War I,KY,kentucky,Jefferson County,jefferson-county,ky_21111,1111 Swan St,Louisville,40204,,,false,502-599-8435,,http://www.davmembersportal.org/chapters/KY/89,,,,,,89,"2nd Tuesday, 6:30 PM","1111 Swan St, Louisville, KY 40204"
DAV Chapter 90 - Fred Denton #90,dav-chapter-90-ky,local,Chapter 90,dav,DAV,world-war-1,World War I,KY,kentucky,Whitley County,whitley-county,ky_21235,100 Briar Creek Rd,Williamsburg,40769,36.7048853,-84.20059479999999,true,606-524-6362,,http://www.davmembersportal.org/chapters/KY/90,,,,,,90,"2nd Tuesday, 6:00 PM","100 Briar Creek Rd, Williamsburg, KY 40769"
DAV Chapter 94 - Daniel Boone #94,dav-chapter-94-ky,local,Chapter 94,dav,DAV,world-war-1,World War I,KY,kentucky,Lee County,lee-county,ky_21129,532 Stacy Lane Rd,Irvine,40336,37.6942168,-84.0136567,true,606-663-2504,,http://www.davmembersportal.org/chapters/KY/94,,,,,,94,"2nd Tuesday, 7:00 PM","532 Stacy Lane Rd, Irvine, KY 40336"
DAV Chapter 101 - Screaming Eagles #101,dav-chapter-101-ky,local,Chapter 101,dav,DAV,world-war-1,World War I,KY,kentucky,Montgomery County,montgomery-county,tn_47125,6621 Airborne St,Ft. Campbell,42223,36.6634467,-87.47739020000002,true,931-561-7246,,http://www.davmembersportal.org/chapters/KY/101,,,,,,101,"Wednesday, 6:00 PM","6621 Airborne St, Ft. Campbell, KY 42223"
DAV Chapter 103 - Powell County #103,dav-chapter-103-ky,local,Chapter 103,dav,DAV,world-war-1,World War I,KY,kentucky,Hardin County,hardin-county,ky_21093,404 S Mulberry,Elizabethtown,42701,,,false,606-663-5795,,http://www.davmembersportal.org/chapters/KY/103,,,,,,103,"2nd Thursday, 6:00 PM","404 S Mulberry, Elizabethtown, KY 42701"
DAV Chapter 105 - Wayne County #105,dav-chapter-105-ky,local,Chapter 105,dav,DAV,world-war-1,World War I,KY,kentucky,Wayne County,wayne-county,ky_21231,75 W Columbia Ave STE 1,Monticello,42633,,,false,606-753-0178,,http://www.davmembersportal.org/chapters/KY/105,,,,,,105,"1st Monday, 6:30 PM","75 W Columbia Ave STE 1, Monticello, KY 42633"
DAV Chapter 106 - Graves County #106,dav-chapter-106-ky,local,Chapter 106,dav,DAV,world-war-1,World War I,KY,kentucky,Marshall County,marshall-county,ky_21157,902 N 15th St,Mayfield,42066,,,false,270-328-8577,,http://www.davmembersportal.org/chapters/KY/106,,,,,,106,"1st Monday, 7:00 PM","902 N 15th St, Mayfield, KY 42066"
DAV Chapter 118 - Benton #118,dav-chapter-118-ky,local,Chapter 118,dav,DAV,world-war-1,World War I,KY,kentucky,Marshall County,marshall-county,ky_21157,1150 Birch St,Benton,42025,,,false,270-354-6393,,http://www.davmembersportal.org/chapters/KY/118,,,,,,118,"3rd Friday, 12:00 pm","1150 Birch St, Benton, KY 42025"
DAV Chapter 128 - M Vanderpool Mem #128,dav-chapter-128-ky,local,Chapter 128,dav,DAV,world-war-1,World War I,KY,kentucky,Floyd County,floyd-county,ky_21071,8920 Ky Rt 122,McDowell,41647,37.8393332,-84.2700179,true,606-358-4491,,http://www.davmembersportal.org/chapters/KY/128,,,,,,128,"1st Thursday, 5:00 PM",8920 Ky Rt 122
DAV Chapter 132 - Morgan County #132,dav-chapter-132-ky,local,Chapter 132,dav,DAV,world-war-1,World War I,KY,kentucky,Rowan County,rowan-county,ky_21205,450 Prestonburg St,West Liberty,41472,37.6656527,-82.7715486,true,606-743-4464,,http://www.davmembersportal.org/chapters/KY/132,,,,,,132,"1st Friday, 7:00 PM","450 Prestonburg St, West Liberty, KY 41472"
DAV Chapter 133 - Leslie County #133,dav-chapter-133-ky,local,Chapter 133,dav,DAV,world-war-1,World War I,KY,kentucky,Leslie County,leslie-county,ky_21131,20 Dryhill Rd,Hyden,41749,,,false,606-374-4417,,http://www.davmembersportal.org/chapters/KY/133,,,,,,133,"1st Friday, 6:00 PM","20 Dryhill Rd, Hyden, KY 41749"
DAV Chapter 137 - Manchester #137,dav-chapter-137-ky,local,Chapter 137,dav,DAV,world-war-1,World War I,KY,kentucky,Laurel County,laurel-county,ky_21125,211 Bridge St,Manchester,40962,,,false,606-598-1146,,http://www.davmembersportal.org/chapters/KY/137,,,,,,137,"5th Friday, 5:00 PM","211 Bridge St, Manchester, KY 40962"
DAV Chapter 140 - Elkhorn City #140,dav-chapter-140-ky,local,Chapter 140,dav,DAV,world-war-1,World War I,KY,kentucky,Pike County,pike-county,ky_21195,260 Russell St,Elkhorn City,41522,37.3052632,-82.3500543,true,606-754-9357,,http://www.davmembersportal.org/chapters/KY/140,,,,,,140,"1st Friday, 6:00 PM","260 Russell St, Elkhorn City, KY 41522"
DAV Chapter 141 - Belfry #141,dav-chapter-141-ky,local,Chapter 141,dav,DAV,world-war-1,World War I,KY,kentucky,Pike County,pike-county,ky_21195,25320 US Hwy 119,Belfry,41514,37.62038039999999,-82.2690293,true,304-475-4760,,http://www.davmembersportal.org/chapters/KY/141,,,,,,141,"3rd Saturday, 2:00 PM","25320 US Hwy 119, Belfry, KY 41514"
DAV Chapter 143 - Bath County #143,dav-chapter-143-ky,local,Chapter 143,dav,DAV,world-war-1,World War I,KY,kentucky,Rowan County,rowan-county,ky_21205,164 Main St,Salt Lick,40371,38.1192721,-83.61594559999999,true,859-404-7072,,http://www.davmembersportal.org/chapters/KY/143,,,,,,143,"3rd Saturday, 1:00 PM","164 Main St, Salt Lick, KY 40371"
DAV Chapter 147 - Grayson #147,dav-chapter-147-ky,local,Chapter 147,dav,DAV,world-war-1,World War I,KY,kentucky,Lawrence County,lawrence-county,ky_21127,Rt 3295 Rt 182,Grayson,41143,,,false,606-316-3531,,http://www.davmembersportal.org/chapters/KY/147,,,,,,147,"2nd Tuesday, 7:00 PM","Rt 3295 Rt 182, Grayson, KY 41143"
DAV Chapter 156 - Radcliff #156,dav-chapter-156-ky,local,Chapter 156,dav,DAV,world-war-1,World War I,KY,kentucky,Hardin County,hardin-county,ky_21093,230 Freedom Way,Radcliff,40160,,,false,270-351-3666,,http://www.davmembersportal.org/chapters/KY/156,,,,,,156,"4th Thursday, 7:30 PM","230 Freedom Way, Radcliff, KY 40160"
DAV Chapter 158 - Keavy #158,dav-chapter-158-ky,local,Chapter 158,dav,DAV,world-war-1,World War I,KY,kentucky,Laurel County,laurel-county,ky_21125,810 N Laurel Lk Rd,Keavy,40737,,,false,606-526-0521,,http://www.davmembersportal.org/chapters/KY/158,,,,,,158,"2nd Tuesday, 6:00 PM","810 N Laurel Lk Rd, Keavy, KY 40737"
