title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,club_room,voice_of_democracy,boy_scouts,funeral_honors,patriots_pen,vfw_riders_group
SCOTT CO VFW POST 6582,vfw-post-6582-in,local,Post 6582,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Scott County,scott-county,in_18143,2168 N Us Highway 31,Austin,47102,38.7584,-85.8075,true,(812) 794-9007,,,,,,,,6582,,true,false,false,true,false,false
VFW Post 6728,vfw-post-6728-in,local,Post 6728,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Grant County,grant-county,in_18053,409 N 1St St,Gas City,46933,40.491512,-85.6152421,true,,,,,,,,,6728,,false,false,false,false,false,false
VFW POST NO 6751,vfw-post-6751-in,local,Post 6751,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Wells County,wells-county,in_18179,675 W Line St,Geneva,46740,40.5919048,-84.9686875,true,(219) 368-7896,,,,,,,,6751,,true,true,false,true,true,false
VFW POST 6919,vfw-post-6919-in,local,Post 6919,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Starke County,starke-county,in_18149,108 E Washington St,Culver,46511,41.2175008,-86.4234805,true,(219) 842-3886,,,,,,,,6919,,true,false,false,true,false,false
VFW POST 7084,vfw-post-7084-in,local,Post 7084,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Randolph County,randolph-county,in_18135,1410 W Oak St,Union City,47390,40.1984479,-84.823952,true,(765) 964-6969,,,,,,,,7084,,true,true,false,true,true,false
VFW POST 7117,vfw-post-7117-in,local,Post 7117,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Owen County,owen-county,in_18119,25 N Commercial St,Worthington,47471,39.1192703,-86.9756751,true,(812) 875-2504,,,,,,,,7117,,true,true,false,true,true,false
VFW Post 7403,vfw-post-7403-in,local,Post 7403,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Grant County,grant-county,in_18053,3120 S Washington St,Marion,46953,40.5236245,-85.6654906,true,(765) 668-7638,,,,,,,,7403,,false,false,false,false,false,false
VFW Post 7881,vfw-post-7881-in,local,Post 7881,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Lake County,lake-county,in_18089,6831 Kennedy Ave,Hammond,46323,41.5895261,-87.4613808,true,(219) 844-9616,,,,,,,,7881,,true,false,false,false,false,false
VFW Post 8748,vfw-post-8748-in,local,Post 8748,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,St. Joseph County,st-joseph-county,in_18141,718 Johnson St,South Bend,46628,41.6846157,-86.2786837,true,(219) 232-2787,,,,,,,,8748,,false,false,false,false,false,false
VFW Post 9323,vfw-post-9323-in,local,Post 9323,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Lake County,lake-county,in_18089,2441 Central Ave,Lake Station,46405,41.5743464,-87.2306887,true,(219) 962-3522,,,,,,,,9323,,true,true,false,false,true,false
VFW Post 10003,vfw-post-10003-in,local,Post 10003,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Hamilton County,hamilton-county,in_18057,34 1St Ave Nw,Carmel,46032,39.9787007,-86.1285433,true,(317) 846-0917,,,,,,,,10003,,true,true,false,true,true,false
VFW Post 11364,vfw-post-11364-in,local,Post 11364,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Posey County,posey-county,in_18129,213 Main St,Mount Vernon,47620,37.93066,-87.895115,true,(812) 838-6778,,,,,,,,11364,,false,false,false,false,false,false
VFW POST 6160 POST 8302,vfw-post-61608302-in,local,Post 61608302,vfw,VFW,spanish-american-war,Spanish-American War,IN,indiana,Orange County,orange-county,in_18117,714 W Main St,Paoli,47454,38.5562598,-86.4770036,true,(812) 723-9916,,,,,,,,61608302,,false,false,false,false,false,false
VFW Post 846,vfw-post-846-ks,local,Post 846,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Johnson County,johnson-county,ks_20091,8804 Grant St,Shawnee Mission,66212,38.8820173,-94.8134708,true,(913) 648-4991,,www.vfwpost846ks.org/,,,,,,846,Yes,false,true,false,false,false,false
NEWTON DAVIS VFW POST 869,vfw-post-869-ks,local,Post 869,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Johnson County,johnson-county,ks_20091,2852 W 47Th Ter,Shawnee Mission,66205,38.8820173,-94.8134708,true,(913) 722-1777,,,,,,,,869,,false,false,false,false,false,false
VFW POST 1133,vfw-post-1133-ks,local,Post 1133,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Sherman County,sherman-county,ks_20181,824 Main St,Goodland,67735,39.3500256,-101.7169361,true,(785) 899-3021,,,,,,,,1133,,false,false,false,false,false,false
VFW POST 1372,vfw-post-1372-ks,local,Post 1372,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Cherokee County,cherokee-county,ks_20021,137 S East Ave,Columbus,66725,37.1694029,-94.8323824,true,(620) 429-2831,,,,,,,,1372,,true,false,false,false,false,false
VFW POST 2712,vfw-post-2712-ks,local,Post 2712,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Greenwood County,greenwood-county,ks_20073,112 W 2Nd St,Eureka,67045,37.8201999,-96.2944422,true,(620) 583-8623,,,,,,,,2712,,true,false,false,true,false,false
VFW Post 2993,vfw-post-2993-ks,local,Post 2993,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Johnson County,johnson-county,ks_20091,1205 W Ott St,Olathe,66061,38.8665158,-94.8413675,true,(913) 764-9864,,,,,,,,2993,,false,false,false,false,false,false
VFW POST 3111,vfw-post-3111-ks,local,Post 3111,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Stafford County,stafford-county,ks_20185,504 Washington St,Great Bend,67530,38.3562683,-98.7741302,true,(620) 792-2754,,www.facebook.com/groups/696935204017056,,,,,,3111,Yes,true,false,false,false,false,false
VFW Post 3201,vfw-post-3201-ks,local,Post 3201,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Ottawa County,ottawa-county,ks_20143,311 W 2Nd St,Minneapolis,67467,39.12229,-97.7084927,true,(785) 392-2935,,,,,,,,3201,,false,true,false,false,true,false
VFW Post 3712,vfw-post-3712-ks,local,Post 3712,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Miami County,miami-county,ks_20121,200 Delaware St,Paola,66071,38.564493,-94.881575,true,(913) 294-2255,,,,,,,,3712,,true,false,false,true,false,false
VFW POST 4175,vfw-post-4175-ks,local,Post 4175,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Riley County,riley-county,ks_20161,36 Public Sq,Blue Rapids,66411,39.6811749,-96.6587794,true,(785) 363-7699,,,,,,,,4175,,false,false,false,false,false,false
VFW POST 6485,vfw-post-6485-ks,local,Post 6485,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Ellsworth County,ellsworth-county,ks_20053,109 Se Main St,Ellsworth,67439,38.8250181,-98.4739776,true,(785) 472-3964,,www.facebook.com/profile.php?id=100054652230566,,,,,,6485,Yes,false,false,false,true,true,false
VFW POST 6654,vfw-post-6654-ks,local,Post 6654,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Johnson County,johnson-county,ks_20091,33725 W 84Th St,De Soto,66018,38.9766578,-94.9769121,true,(913) 585-9903,,,,,,,,6654,,true,false,false,true,false,false
HARDIMAN CRITTENDEN MEMORIAL VFW POST 6994,vfw-post-6994-ks,local,Post 6994,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Wyandotte County,wyandotte-county,ks_20209,2309 N 5Th St,Kansas City,66101,39.1095068,-94.6214828,true,(913) 342-0202,,,,,,,,6994,,false,false,false,false,false,false
VFW POST 7428,vfw-post-7428-ks,local,Post 7428,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Russell County,russell-county,ks_20167,256 S Main St,Hoisington,67544,38.512109,-98.7773154,true,(620) 653-7371,,,,,,,,7428,,false,false,false,false,false,false
VFW POST 7437,vfw-post-7437-ks,local,Post 7437,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Washington County,washington-county,ks_20201,311 C St,Washington,66968,39.8172508,-97.0513962,true,(785) 325-2209,,,,,,,,7437,,false,false,false,false,false,false
VFW POST 7458,vfw-post-7458-ks,local,Post 7458,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Nemaha County,nemaha-county,ks_20131,510 Main St,Seneca,66538,39.8341754,-96.0602358,true,(785) 336-6468,,,,,,,,7458,,false,false,false,true,false,false
VFW Post 10815,vfw-post-10815-ks,local,Post 10815,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Shawnee County,shawnee-county,ks_20177,600 E Palmer St,Meriden,66512,39.1897747,-95.5685468,true,(785) 484-3074,,,,,,,,10815,,true,false,false,false,false,false
TYREE WILLIAM E VFW POST 11255,vfw-post-11255-ks,local,Post 11255,vfw,VFW,spanish-american-war,Spanish-American War,KS,kansas,Shawnee County,shawnee-county,ks_20177,422 Ridgeway St,Carbondale,66414,38.8145595,-95.688199,true,(785) 836-9400,,,,,,,,11255,,false,false,false,false,false,false
VFW POST 1178,vfw-post-1178-ky,local,Post 1178,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Harlan County,harlan-county,ky_21095,233 N Highway 413,Baxter,40806,36.9657423,-82.9983893,true,(606) 573-9115,,,,,,,,1178,,false,false,false,false,false,false
SHAWNEE VFW POST 3204,vfw-post-3204-ky,local,Post 3204,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Jefferson County,jefferson-county,ky_21111,3416 Bank St,Louisville,40212,38.2720822,-85.8039707,true,(502) 774-8526,,,,,,,,3204,,false,false,false,false,false,false
VFW POST 3302,vfw-post-3302-ky,local,Post 3302,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Whitley County,whitley-county,ky_21235,3027 W Laurel Rd,London,40741,36.7275272,-84.1752345,true,(606) 862-9336,,,,,,,,3302,,false,false,false,false,false,false
VFW POST 3705,vfw-post-3705-ky,local,Post 3705,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Lawrence County,lawrence-county,ky_21127,4974 E Us Highway 60,Grayson,41143,38.3295,-82.9488,true,(606) 474-7184,,,,,,,,3705,,false,false,false,false,false,false
VFW Post 5171,vfw-post-5171-ky,local,Post 5171,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Letcher County,letcher-county,ky_21133,1517 E Main St,Cumberland,40823,36.9752014,-82.9817943,true,(606) 589-4220,,,,,,,,5171,,true,false,false,false,false,false
VFW POST 5358,vfw-post-5358-ky,local,Post 5358,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Pulaski County,pulaski-county,ky_21199,14960 N Highway 1247,Eubank,42567,37.2751,-84.6616,true,(606) 379-6855,,,,,,,,5358,,false,false,false,false,false,false
VFW POST 5359,vfw-post-5359-ky,local,Post 5359,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Hopkins County,hopkins-county,ky_21107,55 Lee Wilson Dr,Dawson Springs,42408,37.1567785,-87.6858954,true,(270) 797-4506,,,,,,,,5359,,false,false,false,false,false,false
VFW Post 5480,vfw-post-5480-ky,local,Post 5480,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Hopkins County,hopkins-county,ky_21107,201 Mcleod Ln,Madisonville,42431,37.302381,-87.507109,true,(270) 821-5169,,,,,,,,5480,,false,false,false,false,false,false
VFW POST 5486,vfw-post-5486-ky,local,Post 5486,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Union County,union-county,ky_21225,15255 Us Highway 60 W,Sturgis,42459,37.5468,-87.9839,true,(270) 333-9312,,,,,,,,5486,,false,false,false,false,false,false
VFW POST NO 5593,vfw-post-5593-ky,local,Post 5593,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Todd County,todd-county,ky_21219,1713 Pine Dr,Russellville,42276,36.6532265,-87.15762,true,(270) 726-9861,,,,,,,,5593,,false,false,false,false,false,false
BULLITT MEMORIAL VFW POST 5710,vfw-post-5710-ky,local,Post 5710,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Bullitt County,bullitt-county,ky_21029,1979 Highway 44 W,Shepherdsville,40165,37.994565,-85.7029504,true,(502) 543-5710,,vfw5710.org,,,,,,5710,Yes,true,false,false,false,false,false
VFW POST 5712,vfw-post-5712-ky,local,Post 5712,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Monroe County,monroe-county,ky_21171,934 Old Glasgow Rd,Scottsville,42164,36.7534441,-86.178887,true,(270) 237-4888,,vfw5712.org,,,,,,5712,No,false,false,false,false,false,false
VFW POST 5837,vfw-post-5837-ky,local,Post 5837,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Logan County,logan-county,ky_21141,361 Veterans Way,Morgantown,42261,37.2256,-86.6836,true,(270) 526-9275,,vfw5837.org,,,,,,5837,No,true,true,false,false,true,false
VFW POST 7101,vfw-post-7101-ky,local,Post 7101,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Rockcastle County,rockcastle-county,ky_21203,8305 Ky Highway 1781,Crab Orchard,40419,37.3881395,-84.3302135,true,(606) 355-7391,,,,,,,,7101,,false,false,false,false,false,false
VFW POST 7387,vfw-post-7387-ky,local,Post 7387,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Perry County,perry-county,ky_21193,1700 N Main St,Hazard,41701,37.264789,-83.194754,true,(606) 436-4224,,www.vfwpost7387.org/,,,,,,7387,No,true,true,false,false,true,false
VFW POST 7497,vfw-post-7497-ky,local,Post 7497,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Montgomery County,montgomery-county,ky_21173,417 Kendall Springs Rd,Owingsville,40360,39.742363,-84.2597979,true,(606) 674-2011,,vfw7497.org,,,,,,7497,No,true,false,false,false,false,false
VFW Post 7890,vfw-post-7890-ky,local,Post 7890,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Trigg County,trigg-county,ky_21221,37 Lafayette St,Cadiz,42211,36.8636447,-87.8379373,true,(270) 522-1836,,,,,,,,7890,,false,true,false,false,true,false
OKOLONA VFW POST NO 8639,vfw-post-8639-ky,local,Post 8639,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Jefferson County,jefferson-county,ky_21111,4205 Lambert Rd,Louisville,40219,38.1439,-85.6826,true,(502) 964-7182,,,,,,,,8639,,true,false,false,false,false,false
VFW POST 9235,vfw-post-9235-ky,local,Post 9235,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Woodford County,woodford-county,ky_21239,515 E Main St,Frankfort,40601,38.201284,-84.8526909,true,(502) 227-9337,,,,,,,,9235,,false,false,false,false,false,false
VFW POST 10017 CLUB ROOM,vfw-post-10017-ky,local,Post 10017,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Greenup County,greenup-county,ky_21089,1100 Greenup Ave,Ashland,41101,38.482257,-82.644387,true,(606) 324-8300,,,,,,,,10017,,false,false,false,false,false,false
VFW POST NO 10281 NORTH HARDIN,vfw-post-10281-ky,local,Post 10281,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Meade County,meade-county,ky_21163,299 Briggs Ln,Vine Grove,40175,37.8770828,-86.0274543,true,(270) 877-2138,,vfw10281.org,,,,,,10281,Yes,true,true,false,false,true,false
VFW Post 11296,vfw-post-11296-ky,local,Post 11296,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Wolfe County,wolfe-county,ky_21237,53 Pleasant Flat School Rd,Beattyville,41311,37.5718,-83.7068,true,(606) 464-0328,,,,,,,,11296,,false,false,false,true,false,false
ELLIOTT CO VFW POST 11428,vfw-post-11428-ky,local,Post 11428,vfw,VFW,spanish-american-war,Spanish-American War,KY,kentucky,Rowan County,rowan-county,ky_21205,Rr 1,Sandy Hook,41171,38.0864739,-83.1262839,true,(606) 738-4544,,,,,,,,11428,,false,false,false,true,false,false
VFW POST 2130,vfw-post-2130-la,local,Post 2130,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Calcasieu Parish,calcasieu-parish,la_22019,1900 Country Club Rd,Lake Charles,70605,30.1687887,-93.2504288,true,(337) 477-7546,,,,,,,,2130,,true,false,false,false,false,false
VFW POST 2232,vfw-post-2232-la,local,Post 2232,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Washington Parish,washington-parish,la_22117,600 Memorial Dr,Bogalusa,70427,30.7937088,-89.862827,true,(504) 735-6627,,,,,,,,2232,,false,false,false,false,false,false
VFW Post 3267,vfw-post-3267-la,local,Post 3267,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Jefferson Parish,jefferson-parish,la_22051,1133 Hickory Ave,Harahan,70123,29.9543493,-90.2018652,true,(504) 737-3446,,,,,,,,3267,,false,false,false,false,false,false
VFW POST 3619,vfw-post-3619-la,local,Post 3619,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Vernon Parish,vernon-parish,la_22115,1115 Highway 27,Deridder,70634,31.169546,-91.867805,true,(337) 463-3977,,,,,,,,3619,,true,true,false,true,true,true
VFW POST 3693,vfw-post-3693-la,local,Post 3693,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Ascension Parish,ascension-parish,la_22005,42430 Church Point Rd,Gonzales,70737,30.2400788,-90.9119684,true,(225) 644-4470,,,,,,,,3693,,true,true,false,false,true,false
VFW POST 3750,vfw-post-3750-la,local,Post 3750,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,St. Charles Parish,st-charles-parish,la_22089,140 Angus Dr,Luling,70070,29.9232567,-90.3718441,true,(504) 785-8379,,,,,,,,3750,,false,true,false,false,true,false
VFW POST 4158,vfw-post-4158-la,local,Post 4158,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Vermilion Parish,vermilion-parish,la_22113,2812 Veterans Memorial Dr,Abbeville,70510,29.9710616,-92.1007057,true,(337) 893-9929,,,,,,,,4158,,false,true,false,false,true,false
VFW POST 4222,vfw-post-4222-la,local,Post 4222,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,St. Mary Parish,st-mary-parish,la_22101,1504 Sandra St,Morgan City,70380,29.696858,-91.1924877,true,(504) 385-2474,,,,,,,,4222,,false,false,false,false,false,false
VFW Post 5097,vfw-post-5097-la,local,Post 5097,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Terrebonne Parish,terrebonne-parish,la_22109,1004 Tiger Dr,Thibodaux,70301,29.788748,-90.837253,true,(504) 447-9804,,,,,,,,5097,,true,true,false,true,true,false
VFW Post 5187,vfw-post-5187-la,local,Post 5187,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Sabine Parish,sabine-parish,la_22085,15104 Highway 171,Zwolle,71486,29.8773285,-93.8442398,true,(318) 645-9716,,,,,,,,5187,,false,true,false,false,true,false
VFW POST 5951,vfw-post-5951-la,local,Post 5951,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Bossier Parish,bossier-parish,la_22015,1315 Northgate Rd,Bossier City,71112,32.5149774,-93.6868906,true,(318) 746-7611,,,,,,,,5951,,true,true,false,false,true,false
VFW POST 7286,vfw-post-7286-la,local,Post 7286,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,St. Tammany Parish,st-tammany-parish,la_22103,2013 Highway 190 Byp,Covington,70433,31.169546,-91.867805,true,(504) 898-0105,,,,,,,,7286,,false,false,false,false,false,false
VFW POST 7685,vfw-post-7685-la,local,Post 7685,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Caddo Parish,caddo-parish,la_22017,12770 Mansfield Rd,Keithville,71047,32.3141005,-93.8299906,true,(318) 925-9070,,,,,,,,7685,,false,false,false,false,false,false
BOQUET BREAUX VFW POST 7755,vfw-post-7755-la,local,Post 7755,vfw,VFW,spanish-american-war,Spanish-American War,LA,louisiana,Terrebonne Parish,terrebonne-parish,la_22109,148 Bourg Larose Hwy,Bourg,70343,31.169546,-91.867805,true,(504) 594-4090,,,,,,,,7755,,false,false,false,true,false,false
